Category,Subcategory,Item,Size,Size_oz,Calories,Fat_g,Saturated_Fat_g,Trans_Fat_g,Carbs_g,Fiber_g,Sugar_g,Protein_g,Sodium_mg,Caffeine_mg,Seasonal,Key_Ingredients,Vegan,Gluten_Free,Notes
Breakfast,Egg Bites,Bacon & Gruyere Sous Vide Egg Bites,Two bites,2.8,300,20,10,0,9,0,1,19,660,0,No,"Whole eggs, Gruyere cheese, bacon, Monterey Jack cheese, cottage cheese, rice starch",No,Yes,"Sous vide cooked"
Breakfast,Egg Bites,Egg White & Roasted Red Pepper Sous Vide Egg Bites,Two bites,2.8,170,8,4,0,11,0,2,13,470,0,No,"Egg whites, Monterey Jack cheese, roasted red peppers, spinach, rice starch",No,Yes,"Lower calorie egg bites"
Breakfast,Egg Bites,Kale & Mushroom Sous Vide Egg Bites,Two bites,2.8,230,14,8,0,10,1,2,15,490,0,No,"Whole eggs, kale, mushrooms, Monterey Jack cheese, cottage cheese, rice starch",No,Yes,""
Breakfast,Egg Bites,Potato Cheddar & Chive Bakes,Two bites,2.8,210,12,5,0,22,2,2,7,400,0,No,"Potato, cheddar cheese, chives, eggs, cream",No,Yes,"Baked not sous vide"
Breakfast,Oatmeal,Rolled & Steel Cut Oatmeal (plain),One,5,160,2,0,0,28,4,0,5,125,0,No,"Whole grain rolled oats, steel cut oats, water",Yes,Yes,"Toppings sold separately"
Breakfast,Oatmeal,Oatmeal with Nut Medley & Honey,One,6,260,7,0,0,40,5,10,7,125,0,No,"Whole grain oats, mixed nuts, honey",Yes,No,"Contains tree nuts"
Breakfast,Oatmeal,Oatmeal with Blueberries,One,6,180,2,0,0,33,5,4,5,125,0,No,"Whole grain oats, dried blueberries",Yes,Yes,""
Breakfast,Yogurt & Parfait,Berry Trio Parfait,One,5.4,240,5,1,0,43,3,27,7,125,0,No,"Low-fat vanilla yogurt, granola, strawberries, blueberries, blackberries",No,No,""
Breakfast,Extras,Avocado Spread,One,1.5,90,9,1,0,4,3,0,1,180,0,No,"Hass avocado, sea salt, citric acid, onion",Yes,Yes,"Add-on for sandwiches"
Lunch,Hot Sandwiches,Crispy Grilled Cheese on Sourdough,One,5.5,520,27,13,0,46,2,5,21,970,0,No,"Sourdough bread, cheddar cheese, white cheddar, butter",No,No,"Hot sandwich"
Lunch,Cold Sandwiches,Turkey Provolone & Pesto on Ciabatta,One,7.2,520,16,6,0,44,2,5,32,1480,0,No,"Ciabatta bread, sliced turkey, provolone cheese, basil pesto, tomato, lettuce, mayo",No,No,"Highest protein sandwich (32g)"
Lunch,Cold Sandwiches,Tomato & Mozzarella on Focaccia,One,5.4,360,12,5,0,44,2,5,16,960,0,No,"Focaccia bread, fresh mozzarella, tomato, basil pesto",No,No,"Vegetarian"
Lunch,Cold Sandwiches,Ham & Swiss on Baguette,One,6.5,500,20,9,0,51,2,6,27,1500,0,No,"French baguette, ham, Swiss cheese, Dijon mustard, lettuce, tomato",No,No,""
Lunch,Protein Boxes,Eggs & Gouda Protein Box,One,7.2,530,28,10,0,30,3,7,26,590,0,No,"Hard-boiled eggs, aged gouda, almonds, apple slices, red grapes, honey peanut butter",No,No,"Contains tree nuts"
Lunch,Protein Boxes,Eggs & Cheddar Protein Box,One,7,460,26,9,0,29,3,6,22,580,0,No,"Hard-boiled eggs, white cheddar, almonds, apple slices, grapes, honey",No,No,""
Lunch,Protein Boxes,Cheese & Fruit Protein Box,One,7,470,24,11,0,47,3,29,17,740,0,No,"Aged gouda, white cheddar, Brie, red grapes, apple slices, honey, crackers",No,No,""
Lunch,Protein Boxes,Cheddar & Uncured Salami Protein Box,One,7,470,27,11,0,32,2,6,22,1100,0,No,"Cheddar, uncured salami, almonds, apples, grapes, crackers, honey",No,No,""
Lunch,Protein Boxes,Cheese Trio Protein Box,One,7,520,31,14,0,35,2,8,22,840,0,No,"Gruyere, cheddar, Brie, grapes, apple slices, almonds, crackers",No,No,"Contains tree nuts"
Lunch,Protein Boxes,PB&J Protein Box,One,7,520,24,5,0,61,5,27,18,420,0,No,"Whole grain bread, peanut butter, jam, apple slices, grapes, white cheddar",No,No,"Contains peanuts"
Snacks & Sweets,Packaged,Dark Chocolate Covered Espresso Beans,One pack,1.5,260,14,7,0,34,3,27,4,40,125,No,"Dark chocolate, espresso coffee beans, sugar, cocoa butter",Yes,No,"Contains caffeine"
Snacks & Sweets,Packaged,Dark Chocolate Peanut Butter Cups,One pack,1.4,220,13,8,0,26,2,22,3,50,5,No,"Dark chocolate, peanut butter, sugar, cocoa butter",Yes,No,"Contains peanuts"
Snacks & Sweets,Packaged,Madeleines,One,1.5,220,11,6,0,28,0,14,3,110,0,No,"Enriched flour, sugar, eggs, butter, orange zest, baking powder",No,No,"French butter cake"
Snacks & Sweets,Packaged,Perfect Bar Dark Chocolate Chip Peanut Butter,One,2.2,320,19,5,0,28,3,22,15,190,0,No,"Peanut butter, honey, egg white powder, dark chocolate chips, vitamins",No,No,"High protein bar"
Snacks & Sweets,Packaged,Vanilla Biscotti with Almonds,One,1.5,200,9,1,0,28,1,14,4,95,0,No,"Enriched flour, sugar, almonds, eggs, vanilla, baking powder",No,No,""
Snacks & Sweets,Packaged,Rip Van Wafels Honey & Oats,One,1.2,130,4,2,0,20,0,8,2,45,0,No,"Oat flour, sugar, palm oil, honey, cinnamon",Yes,No,""
Snacks & Sweets,Packaged,KIND Bar,One,1.4,200,15,1,0,18,3,9,6,10,0,No,"Mixed nuts (almonds, peanuts, walnuts), honey, oats",Yes,No,"Contains tree nuts"
Snacks & Sweets,Packaged,Starbucks Butter Popcorn,One bag,1,150,9,5,0,16,1,2,2,200,0,No,"Popcorn, butter, salt",No,Yes,""
Snacks & Sweets,Packaged,Perfectly Salted Kettle Chips,One bag,1.5,280,13,1,0,38,3,1,3,260,0,No,"Potatoes, sunflower oil, sea salt",Yes,Yes,""
Snacks & Sweets,Packaged,Salt & Vinegar Kettle Chips,One bag,1.5,270,13,1,0,36,2,2,3,420,0,No,"Potatoes, sunflower oil, vinegar, sea salt",Yes,Yes,""
Snacks & Sweets,Packaged,String Cheese,One,0.75,80,5,3,0,0,0,0,7,200,0,No,"Part-skim mozzarella cheese, salt",No,Yes,"Low-carb snack"
Snacks & Sweets,Packaged,That's It Apple + Mango Bar,One,1.2,100,0,0,0,24,3,20,0,5,0,No,"Apples, mangoes",Yes,Yes,"2-ingredient fruit bar"
Snacks & Sweets,Packaged,Salted Almond Bites,One bag,1.3,300,25,2,0,14,4,6,10,160,0,No,"Almonds, sea salt",Yes,Yes,"Contains tree nuts"
Snacks & Sweets,Packaged,Shortbread Cookies,One,1.1,170,9,5,0,20,0,9,2,90,0,No,"Enriched flour, butter, sugar, vanilla, salt",No,No,"Buttery Scottish-style"
Snacks & Sweets,Packaged,Squirrel Brand Fruit & Nut Medley,One bag,1.3,200,9,1,0,27,2,18,5,15,0,No,"Almonds, cashews, dried cranberries, raisins",Yes,Yes,"Contains tree nuts"
Bottled Beverages,RTD Frappuccino,Starbucks Frappuccino Mocha (bottle),9.5 oz,9.5,190,3,2,0,35,0,32,8,110,110,No,"Brewed coffee, reduced fat milk, sugar, cocoa, cream, natural flavors",No,Yes,"Ready to drink"
Bottled Beverages,RTD Frappuccino,Starbucks Frappuccino Vanilla (bottle),9.5 oz,9.5,200,3,2,0,37,0,36,8,105,75,No,"Brewed coffee, reduced fat milk, sugar, vanilla extract, cream",No,Yes,""
Bottled Beverages,RTD Frappuccino,Starbucks Frappuccino Caramel (bottle),9.5 oz,9.5,180,3,2,0,33,0,31,8,100,90,No,"Brewed coffee, reduced fat milk, sugar, caramel, cream",No,Yes,""
Bottled Beverages,RTD Frappuccino,Starbucks Frappuccino Coffee (bottle),9.5 oz,9.5,130,3,2,0,23,0,21,8,85,110,No,"Brewed coffee, reduced fat milk, sugar, cream",No,Yes,""
Bottled Beverages,RTD Iced Coffee,Starbucks Iced Coffee (bottle),11 oz,11,60,0,0,0,13,0,13,1,55,130,No,"Brewed coffee, water",Yes,Yes,"Unsweetened"
Bottled Beverages,RTD Iced Coffee,Starbucks Iced Coffee + Milk (bottle),11 oz,11,100,3,2,0,16,0,16,3,60,130,No,"Brewed coffee, reduced fat milk, sugar",No,Yes,""
Bottled Beverages,Nitro Can,Starbucks Nitro Cold Brew (can),11 oz,11,10,0,0,0,0,0,0,1,10,235,No,"Cold brew coffee, nitrogen",Yes,Yes,""
Bottled Beverages,Nitro Can,Starbucks Nitro Cold Brew Vanilla Sweet Cream (can),11 oz,11,70,4,3,0,9,0,8,1,30,235,No,"Cold brew, nitrogen, vanilla sweet cream",No,Yes,""
Bottled Beverages,Energy Drinks,Starbucks Doubleshot Energy Drink Mocha,15 oz,15,130,2,1,0,25,0,22,9,120,135,No,"Espresso, skim milk, B vitamins, guarana extract, ginseng extract, sugar",No,Yes,""
Bottled Beverages,Energy Drinks,Starbucks Doubleshot Energy Drink Vanilla,15 oz,15,140,2,1,0,28,0,24,9,120,135,No,"Espresso, skim milk, B vitamins, guarana extract, ginseng extract, sugar, vanilla",No,Yes,""
Bottled Beverages,Juice,Evolution Fresh Orange Juice,11 oz,11,170,0,0,0,39,0,34,3,30,0,No,"Freshly squeezed orange juice",Yes,Yes,""
Bottled Beverages,Juice,Evolution Fresh Defense Up,11 oz,11,170,0,0,0,41,4,35,2,20,0,No,"Apple, carrot, orange, lemon, ginger juice blend",Yes,Yes,""
Bottled Beverages,Sparkling Water,Galvanina Sparkling Water (plain),11.2 oz,11.2,0,0,0,0,0,0,0,0,20,0,No,"Carbonated water, minerals",Yes,Yes,"No caffeine; no calories"
Bottled Beverages,Sparkling Water,Galvanina Lime Sparkling Water,11.2 oz,11.2,0,0,0,0,0,0,0,0,30,0,No,"Carbonated water, natural lime flavor, minerals",Yes,Yes,"No caffeine"
